companyID,productType,customerSpend,firmSize,clientBase
35339.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",796.0,1.0,
23737.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1238.0,1.0,
56934.0,"Federal, First State",264.0,1.0,
23155.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",2898.0,2.0,124.0
65873.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,1.0,
3058.0,"Federal, First State",308.0,1.0,
30498.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
38513.0,"Federal, Enterprise",1990.0,1.0,
86391.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,1.0,
34188.0,"Federal, First State",328.0,1.0,
32480.0,Federal,516.0,1.0,
75531.0,"Evaluation, Federal, First State",358.0,1.0,
8253.0,"Federal, First State",844.0,1.0,
21372.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",1996.0,1.0,
53378.0,"All States, Efile, Federal, UnlimitedEfile",5890.0,2.0,
73538.0,"All States, Efile, Federal, Upgrade, Enterprise, UnlimitedEfile",2338.0,1.0,16.0
37673.0,"All States, Efile, Evaluation, Federal, Upgrade, Enterprise, UnlimitedEfile",2338.0,1.0,
91378.0,Federal,258.0,1.0,
22637.0,"All States, Efile, Federal, UnlimitedEfile",5994.0,1.0,
42973.0,"Federal, First State",796.0,1.0,
50833.0,"Evaluation, Federal, First State, Enterprise",678.0,1.0,46.0
17531.0,"Efile, Evaluation, Federal, First State, Upgrade, Enterprise, Pre-paid E-file",988.0,1.0,29.0
97380.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1998.0,3.0,
32885.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
89273.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",2898.0,11.0,
70763.0,"All States, Efile, Federal, Upgrade, Enterprise, UnlimitedEfile",7014.0,1.0,55.0
34889.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
47334.0,"All States, Efile, Federal, UnlimitedEfile",2356.0,1.0,
83335.0,"All States, Efile, Evaluation, Federal, Portal, Enterprise, UnlimitedEfile",21870.0,2.0,
83806.0,"All States, Federal",456.0,1.0,
83777.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",2556.0,4.0,288.0
4833.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",778.0,1.0,
83619.0,"All States, Efile, Federal, Prior Year, Enterprise, UnlimitedEfile",7432.0,3.0,
17793.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
38258.0,Federal,238.0,1.0,
93928.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
37548.0,"Efile, Federal, First State, Pre-paid E-file",558.0,2.0,
63786.0,Federal,259.98,1.0,
15030.0,"All States, Federal, First State",854.0,1.0,
80473.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",2063.96,1.0,
39858.0,"All States, Efile, Federal, UnlimitedEfile",6594.0,1.0,
38107.0,"All States, Efile, Evaluation, Federal, Portal, Prior Year, Enterprise, UnlimitedEfile",6390.0,5.0,149.0
63886.0,"Evaluation, Federal, First State",1064.0,1.0,
79535.0,"All States, Efile, Federal, First State, Portal, Pre-paid E-file",1196.0,1.0,
58630.0,Federal,258.0,1.0,
34826.0,"Efile, Federal, First State, Pre-paid E-file",558.0,1.0,
46830.0,"Federal, First State",328.0,1.0,
69348.0,"Federal, First State",328.0,1.0,
74387.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",1238.0,2.0,93.0
33480.0,Federal,516.0,1.0,
83433.0,"Evaluation, Federal, First State",308.0,1.0,
63283.0,"Federal, First State",984.0,1.0,
23784.0,"All States, Efile, Federal, First State, UnlimitedEfile",2238.0,1.0,
13383.0,"Evaluation, Federal, First State",984.0,1.0,
36998.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1318.0,4.0,600.0
36738.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",2098.0,1.0,
33787.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
30382.0,"Federal, First State",308.0,1.0,
8348.0,"All States, Efile, Federal, First State, UnlimitedEfile",2496.0,1.0,
34438.0,"All States, Efile, Evaluation, Federal, Pre-paid E-file",1354.0,1.0,
38318.0,"Federal, Prior Year",457.98,1.0,
53879.0,"All States, Efile, Federal, UnlimitedEfile",6594.0,1.0,
93827.0,"Federal, First State",308.0,1.0,
80183.0,"All States, Efile, Federal, First State, UnlimitedEfile",2162.0,1.0,
83804.0,"Evaluation, Federal, First State",308.0,1.0,
93318.0,"Federal, First State",328.0,1.0,
83882.0,"Federal, First State",308.0,1.0,
88753.0,"Federal, First State",984.0,1.0,
88392.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",1074.0,1.0,
38935.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,1.0,
19157.0,"Federal, First State",1312.0,1.0,
9371.0,"All States, Federal, First State",784.0,1.0,
99383.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
83349.0,Federal,516.0,1.0,
92638.0,"Federal, First State, Upgrade, Enterprise",984.0,1.0,4.0
31319.0,"Federal, First State",468.0,1.0,
95013.0,"Evaluation, Federal, First State",328.0,1.0,
80936.0,"Evaluation, Federal, First State",328.0,1.0,
3649.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
30196.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1178.0,1.0,
57339.0,"Federal, Enterprise",398.0,1.0,7.0
29153.0,"All States, Efile, Federal, First State, Upgrade, Enterprise, UnlimitedEfile",1528.0,2.0,54.0
76392.0,"All States, Efile, Federal, UnlimitedEfile",3534.0,1.0,
26839.0,"Federal, First State",518.0,1.0,
93143.0,Federal,516.0,1.0,
97392.0,"Federal, First State",328.0,1.0,
34446.0,"All States, Federal",1824.0,1.0,
63793.0,"Federal, First State",944.0,1.0,
34942.0,Federal,258.0,1.0,
53928.0,"All States, Federal",912.0,1.0,
43537.0,"All States, Efile, Federal, UnlimitedEfile",9424.0,1.0,
33914.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",2514.0,1.0,
65593.0,"All States, Efile, Federal, UnlimitedEfile",2356.0,1.0,
76369.0,"Federal, First State",328.0,1.0,
67435.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",2198.0,1.0,
78937.0,"Federal, First State",328.0,1.0,
89763.0,"Federal, First State",468.0,1.0,
89378.0,"Federal, First State",398.0,1.0,
83247.0,"Federal, First State",328.0,1.0,
27130.0,Federal,258.0,1.0,
82891.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1098.0,1.0,
36377.0,"Evaluation, Federal, First State, Enterprise",468.0,1.0,
33823.0,"All States, Efile, Federal, UnlimitedEfile",4712.0,1.0,
93255.0,Federal,258.0,1.0,
72937.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",998.0,1.0,
23857.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",1318.0,12.0,
29723.0,"Efile, Federal, First State, Pre-paid E-file",558.0,1.0,
70073.0,"Evaluation, Federal, First State",328.0,1.0,
73184.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1238.0,1.0,1.0
61743.0,Federal,258.0,1.0,
34497.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1238.0,1.0,
3864.0,"All States, Efile, Evaluation, Federal, Pre-paid E-file",1674.0,1.0,
29544.0,"All States, Federal, First State",784.0,1.0,
74537.0,Federal,218.0,1.0,
33190.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",628.0,1.0,
31885.0,"All States, Efile, Evaluation, Federal, Pre-paid E-file",558.0,1.0,
53796.0,"All States, Efile, Evaluation, Federal, First State, UnlimitedEfile",1834.0,1.0,
13071.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1198.0,1.0,5.0
16773.0,"All States, Efile, Evaluation, Federal, Upgrade, Enterprise, Pre-paid E-file",778.0,1.0,42.0
5438.0,Federal,654.0,1.0,
77773.0,"Federal, First State, Enterprise",796.0,1.0,
89238.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",1318.0,1.0,1.0
58236.0,"Federal, First State, Upgrade, Enterprise",448.0,1.0,
32138.0,"All States, Efile, Federal, UnlimitedEfile",2276.0,1.0,
95259.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",2898.0,2.0,30.0
83682.0,"Federal, First State",726.0,1.0,
31835.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1278.0,1.0,52.0
83833.0,Federal,258.0,1.0,
72389.0,"All States, Efile, Evaluation, Federal, Prior Year, UnlimitedEfile",2494.0,1.0,
29384.0,"Efile, Federal, First State, Pre-paid E-file",1176.0,1.0,
43381.0,"Federal, First State",656.0,1.0,
78833.0,"Federal, First State",308.0,1.0,
5823.0,"All States, Efile, Federal, UnlimitedEfile",3534.0,1.0,
78332.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",2306.5,2.0,
85393.0,"All States, Efile, Evaluation, Federal, First State, Enterprise, UnlimitedEfile, Pre-paid E-file",2276.0,9.0,490.0
84342.0,"All States, Efile, Federal, Portal, Enterprise, UnlimitedEfile",1516.0,1.0,
34885.0,"All States, Efile, Evaluation, Federal, Upgrade, Enterprise, UnlimitedEfile",2636.0,1.0,
37882.0,"All States, Efile, Federal, Pre-paid E-file",778.0,1.0,
88843.0,"All States, Efile, Federal, Upgrade, Enterprise, Pre-paid E-file",698.0,3.0,
32883.0,"Federal, First State, Upgrade, Enterprise",1404.0,1.0,
38839.0,"All States, Efile, Federal, UnlimitedEfile",978.0,1.0,
232.0,"Federal, First State",378.0,1.0,
34896.0,"Evaluation, Federal, First State",576.0,1.0,
5053.0,"Federal, First State",1312.0,1.0,
75738.0,"Federal, First State",656.0,1.0,
7983.0,"Federal, First State, Enterprise",538.0,2.0,
34637.0,"All States, Evaluation, Federal, Portal, Enterprise",1370.0,1.0,2.0
19303.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",2198.0,1.0,
97413.0,Federal,258.0,1.0,
26693.0,"Federal, Portal",456.0,2.0,
23829.0,"Federal, First State",308.0,1.0,
84396.0,"All States, Efile, Evaluation, Federal, First State, Pre-paid E-file",778.0,1.0,
39193.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",1278.0,3.0,
34092.0,"Federal, Enterprise",796.0,1.0,
79336.0,Federal,516.0,1.0,
47369.0,Federal,1528.0,1.0,
32849.0,"Federal, First State",328.0,1.0,
89347.0,"Federal, First State",328.0,1.0,
39445.0,"Federal, First State",328.0,1.0,
95233.0,"Evaluation, Federal, First State",398.0,1.0,
79353.0,"Federal, First State",984.0,1.0,
88053.0,"All States, Federal, Enterprise",596.0,1.0,
57943.0,"Federal, First State, Upgrade, Enterprise",608.0,1.0,
16389.0,"Efile, Federal, First State, Pre-paid E-file",918.0,1.0,
86348.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,1.0,
64933.0,"Federal, First State, Enterprise",748.0,1.0,29.0
36940.0,"Federal, First State",328.0,1.0,
36369.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,2.0,
69397.0,"All States, Federal, Enterprise",1332.0,1.0,9.0
89236.0,"Evaluation, Federal, First State",328.0,1.0,
89563.0,"Federal, First State",546.0,1.0,
67953.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",6450.0,1.0,
93476.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
59308.0,"All States, Efile, Federal, UnlimitedEfile",3533.9999999999995,9.0,
35981.0,"Federal, First State",1312.0,1.0,
43908.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,1.0,
7939.0,"All States, Efile, Federal, Upgrade, Enterprise, UnlimitedEfile",1278.0,1.0,7.0
37889.0,"Efile, Federal, First State, Pre-paid E-file",778.0,1.0,
73311.0,"Federal, First State",586.0,1.0,
62793.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1178.0,3.0,
93034.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1318.0,1.0,
68391.0,"All States, Federal, First State",3936.0,1.0,
59893.0,"Evaluation, Federal, First State",656.0,1.0,
29903.0,Federal,238.0,1.0,
845.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",3674.0,3.0,
44020.0,"Federal, First State",308.0,1.0,
28043.0,Federal,774.0,1.0,
79938.0,"All States, Efile, Federal, First State, Enterprise, UnlimitedEfile",3408.0,1.0,15.0
4008.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,1.0,
99383.0,"All States, Efile, Federal, UnlimitedEfile",5890.0,1.0,
1410.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1998.0,1.0,
14140.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",2898.0,1.0,67.0
14440.0,"Federal, First State",328.0,1.0,
40136.0,Federal,1548.0,1.0,
43410.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,1.0,
44051.0,"Federal, First State",328.0,1.0,
20164.0,"All States, Federal",832.0,1.0,
40014.0,"All States, Federal",912.0,1.0,
4362.0,"All States, Efile, Evaluation, Federal, First State, Portal, Pre-paid E-file",1266.0,1.0,
10047.0,"Federal, First State, Enterprise",468.0,1.0,
60462.0,"All States, Efile, Federal, Upgrade, Enterprise, UnlimitedEfile",1318.0,1.0,
17204.0,"Federal, First State",328.0,1.0,
42504.0,"Federal, Enterprise",398.0,1.0,
22204.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",20192.0,1.0,
72403.0,"Evaluation, Federal, First State",656.0,1.0,
46209.0,"All States, Efile, Federal, UnlimitedEfile",3534.0,1.0,
92537.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",3614.0,1.0,
40054.0,"Federal, First State",398.0,1.0,
26913.0,"Federal, First State",328.0,1.0,
63866.0,"Evaluation, Federal, First State, Prior Year",727.9599999999999,1.0,
4604.0,"Federal, First State",448.0,1.0,
49009.0,"All States, Efile, Federal, UnlimitedEfile",7068.0,1.0,
44047.0,"All States, Efile, Evaluation, Federal, Upgrade, Enterprise, Pre-paid E-file",918.0,2.0,429.0
34405.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",2898.0,1.0,
3384.0,Federal,516.0,1.0,
4335.0,"Federal, First State",328.0,1.0,
47014.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,1.0,
40393.0,Federal,1032.0,1.0,
40381.0,"Evaluation, Federal",516.0,1.0,
65382.0,"Federal, First State",586.0,1.0,
84036.0,"Federal, First State",656.0,1.0,
64430.0,"Efile, Federal, First State, Pre-paid E-file",1138.0,1.0,
14104.0,Federal,258.0,1.0,
41460.0,"Federal, First State",844.0,1.0,
9540.0,"Evaluation, Federal",258.0,1.0,
6045.0,"Federal, First State, Upgrade, Enterprise",468.0,1.0,
4874.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",45126.0,2.0,7.0
44903.0,"Federal, First State, Upgrade, Enterprise",468.0,1.0,
43015.0,"Federal, First State",468.0,1.0,
46520.0,"Federal, First State",398.0,1.0,
3941.0,"Federal, First State",328.0,1.0,
93.0,"Federal, First State",328.0,1.0,
7485.0,"All States, Evaluation, Federal, First State, Prior Year",1962.0,1.0,
74049.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",2898.0,1.0,
40603.0,"Federal, First State",656.0,1.0,
11604.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,1.0,
7404.0,"All States, Federal",3648.0,1.0,
10346.0,"All States, Efile, Federal, First State, UnlimitedEfile",6664.0,1.0,
34919.0,"All States, Federal",416.0,1.0,
70642.0,"All States, Federal, First State, Enterprise",924.0,1.0,
30901.0,"Evaluation, Federal",238.0,1.0,
70942.0,"All States, Efile, Federal, UnlimitedEfile",1352.6,1.0,
6347.0,"Federal, First State",1312.0,1.0,
7784.0,"Federal, First State",328.0,1.0,
486.0,"Federal, First State",328.0,1.0,
67389.0,"Federal, First State",656.0,1.0,
10284.0,"Federal, First State",1848.0,1.0,
48105.0,"All States, Federal",2082.0,1.0,
44801.0,Federal,258.0,1.0,
48420.0,Federal,258.0,1.0,
84021.0,"Evaluation, Federal, First State",616.0,1.0,
90844.0,"Evaluation, Federal",774.0,1.0,
28325.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",5796.0,4.0,
43726.0,"All States, Efile, Federal, Pre-paid E-file",558.0,1.0,
15375.0,Federal,258.0,1.0,
59733.0,"Federal, First State",656.0,1.0,
31275.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",3834.0,5.0,
33730.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1190.0,1.0,
8399.0,"All States, Efile, Evaluation, Federal, Pre-paid E-file",558.0,1.0,
31788.0,"Evaluation, Federal, First State",616.0,2.0,
13870.0,"Federal, First State, Enterprise",796.0,1.0,8.0
81038.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",1238.0,1.0,
84381.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",1238.0,1.0,
76936.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",2898.0,2.0,
82335.0,"All States, Efile, Evaluation, Federal, UnlimitedEfile",1098.0,1.0,
28031.0,"Efile, Evaluation, Federal, First State, Portal, Pre-paid E-file",1266.0,1.0,
39864.0,"All States, Efile, Federal, UnlimitedEfile",1178.0,1.0,
63862.0,Federal,218.0,1.0,
5612.0,"Efile, Federal, First State, Pre-paid E-file",562.0,1.0,
63758.0,"All States, Efile, Federal, First State, Portal, UnlimitedEfile",1664.0,1.0,
57038.0,"Federal, First State",328.0,1.0,
86388.0,"All States, Efile, Evaluation, Federal, Upgrade, Enterprise, UnlimitedEfile",1318.0,2.0,
38899.0,"All States, Federal, Prior Year, Enterprise",854.0,1.0,
90303.0,"All States, Federal",427.68,1.0,
83988.0,"Evaluation, Federal, First State, Enterprise",428.0,2.0,46.0
36989.0,"Efile, Federal, First State, Pre-paid E-file",558.0,1.0,
98361.0,"Federal, First State",328.0,1.0,
30759.0,"Federal, First State",328.0,1.0,
72348.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",558.0,1.0,
30938.0,"Federal, First State, Upgrade, Enterprise",866.0,1.0,
32091.0,"All States, Efile, Evaluation, Federal, Pre-paid E-file",558.0,1.0,
35139.0,"Federal, First State",328.0,1.0,
93439.0,"All States, Efile, Federal, UnlimitedEfile",2198.0,1.0,
31365.0,"All States, Efile, Federal, UnlimitedEfile",2726.0,1.0,
93247.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",1676.0,1.0,
52329.0,"Federal, First State",328.0,1.0,
53108.0,"All States, Federal",436.0,1.0,
86932.0,"Evaluation, Federal, First State",784.0,1.0,
93287.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",998.0,1.0,
19378.0,"All States, Federal",436.0,1.0,
59364.0,"All States, Efile, Evaluation, Federal, Pre-paid E-file",558.0,1.0,
23398.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",918.0,1.0,
32590.0,Federal,258.0,1.0,
48693.0,"Federal, First State",656.0,1.0,
59093.0,Federal,258.0,1.0,
91375.0,"Federal, First State",308.0,1.0,
35498.0,"Federal, First State",328.0,1.0,
97367.0,"Federal, First State",328.0,1.0,
36669.0,Federal,258.0,1.0,
89365.0,"Evaluation, Federal, First State",398.0,1.0,
6389.0,Federal,258.0,1.0,
13519.0,Federal,258.0,1.0,
73931.0,"All States, Evaluation, Federal",456.0,1.0,
37977.0,"All States, Federal, First State",922.0,1.0,
38998.0,"Federal, First State",586.0,1.0,
99355.0,"Federal, First State",1312.0,1.0,
99133.0,"Federal, First State",328.0,1.0,
4104.0,"Evaluation, Federal, First State",656.0,1.0,
534.0,"All States, Efile, Federal, Enterprise, UnlimitedEfile",10380.0,1.0,1.0
99309.0,"All States, Efile, Evaluation, Federal, Portal, Enterprise, UnlimitedEfile",2996.0,1.0,16.0
39993.0,"Evaluation, Federal",238.0,1.0,
34703.0,"All States, Evaluation, Federal, Upgrade, Enterprise",736.0,1.0,
41208.0,Federal,1032.0,1.0,
98993.0,"Federal, First State",328.0,1.0,
40622.0,"Efile, Federal, First State, Pre-paid E-file",578.0,1.0,
4032.0,"All States, Efile, Federal, Upgrade, Enterprise, UnlimitedEfile",2416.0,1.0,34.0
24070.0,"Federal, First State",328.0,1.0,
4438.0,"Federal, First State, Upgrade, Enterprise",468.0,1.0,4.0
43109.0,"Efile, Federal, First State, Pre-paid E-file",558.0,1.0,
4402.0,"Federal, First State",984.0,1.0,
3444.0,"Federal, First State",328.0,2.0,
4074.0,"All States, Efile, Evaluation, Federal, Enterprise, UnlimitedEfile",2138.0,1.0,
54240.0,"Efile, Federal, First State, Pre-paid E-file",558.0,1.0,
34073.0,"All States, Federal",436.0,1.0,
40164.0,"All States, Efile, Evaluation, Federal, First State, Enterprise, UnlimitedEfile",2302.0,2.0,35.0
73295.0,"All States, Federal",456.0,1.0,
24406.0,"Evaluation, Federal, First State, Enterprise",538.0,3.0,28.0
6344.0,"Federal, First State",328.0,1.0,
52355.0,"Federal, First State",288.0,1.0,
4489.0,"All States, Efile, Evaluation, Federal, First State, Enterprise, UnlimitedEfile, Pre-paid E-file",757.0,1.0,17.0
4942.0,"Federal, First State",328.0,1.0,
64084.0,"Federal, First State",328.0,1.0,
25404.0,"Federal, First State",328.0,2.0,
54202.0,"Federal, First State",656.0,1.0,
45505.0,"Efile, Evaluation, Federal, First State, Pre-paid E-file",859.5,1.0,
44046.0,"Federal, First State",308.0,1.0,
6947.0,"Federal, First State",328.0,1.0,
45041.0,Federal,258.0,1.0,
3743.0,"Federal, First State",328.0,1.0,
10474.0,"Efile, Federal, First State, Pre-paid E-file",628.0,1.0,
64202.0,"Federal, First State, Enterprise",936.0,1.0,1.0
47604.0,"Federal, First State",866.0,1.0,
34970.0,"All States, Federal, First State",1838.0,1.0,
7649.0,"Federal, First State, Upgrade, Enterprise",1124.0,1.0,1.0
4482.0,"Federal, First State",328.0,1.0,
44409.0,"Evaluation, Federal",714.0,1.0,
63937.0,"Federal, First State",398.0,1.0,
38769.0,"All States, Efile, Federal, UnlimitedEfile",2098.0,1.0,
53799.0,"All States, Efile, Evaluation, Federal, Pre-paid E-file",558.0,1.0,
88933.0,"All States, Efile, Federal, First State, Enterprise, UnlimitedEfile",576.0,1.0,
98381.0,"Federal, First State",328.0,1.0,
93690.0,"Federal, First State",328.0,1.0,
99385.0,"Federal, Enterprise",1592.0,2.0,3.0
93499.0,"All States, Efile, Federal, Pre-paid E-file",558.0,1.0,
89934.0,"Federal, First State",328.0,1.0,
49223.0,"Federal, First State",328.0,1.0,
4009.0,"Evaluation, Federal",258.0,1.0,
6490.0,"All States, Efile, Federal, UnlimitedEfile",3534.0,1.0,
40051.0,Federal,258.0,1.0,
634.0,"Evaluation, Federal",258.0,1.0,
19003.0,Federal,1270.0,1.0,
69937.0,Federal,258.0,1.0,
20446.0,"Federal, First State",586.0,1.0,
17304.0,"Federal, First State",328.0,1.0,
9044.0,"All States, Federal",912.0,1.0,
3314.0,Federal,258.0,1.0,
46044.0,"Evaluation, Federal, First State",616.0,1.0,
84405.0,"Evaluation, Federal, First State",636.0,1.0,
35439.0,"Federal, First State",328.0,1.0,
